region	tags	indicator	Всего / 3	Из графы 3 прошли за последние три года: / повышение квалифика-ции и (или) профессио-нальную перепод-готовку / 4	Из графы 3 прошли за последние три года: / из них: / по профилю педагогиче-ской деятельнос-ти / 5	Из графы 3 прошли за последние три года: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий / 6	Из графы 3 прошли за последние три года: / из них: / в форме стажировки / 7	Из графы 3 прошли за последние три года: / в том числе (из гр. 7) в ведущих российских и зарубежных университе- тах и научных центрах / 8	Из графы 3 прошли за последние три года: / из них (из гр. 8) в зарубежных университе-тах и научных центрах / 9	Из граф 4-8 прошли в предыдущем учебном году: / повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) / 10	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по профилю педагогиче- ской деятельнос-ти (из гр. 5) / 11	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) / 12	Из граф 4-8 прошли в предыдущем учебном году: / из них: / в форме стажировки (из гр. 7) / 13	Из граф 4-8 прошли в предыдущем учебном году: / в том числе (из гр. 8) в ведущих российских и зарубежных университе- тах и научных центрах / 14	Из граф 4-8 прошли в предыдущем учебном году: / из них (из гр. 9) в зарубежных университе-тах и научных центрах / 15
Архангельская область	персонал; Государственные, Муниципальные	преподаватели / 15	17.0	11.0	7.0	8.0	0.0	0.0	0.0	6.0	2.0	2.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	проректоры / 04	14.0	12.0	10.0	9.0	0.0	0.0	0.0	7.0	4.0	2.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	профессора / 12	102.0	83.0	59.0	62.0	1.0	1.0	0.0	44.0	16.0	21.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	21.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	24.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	старшие преподаватели / 14	138.0	119.0	93.0	84.0	8.0	2.0	0.0	80.0	31.0	26.0	6.0	0.0	0.0
Архангельская область	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Инженерно-технический персонал / 19	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Научные работники / 18	3.0	3.0	3.0	3.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	18.0	16.0	13.0	15.0	0.0	0.0	0.0	14.0	12.0	1.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Руководящий персонал - всего / 01	5.0	4.0	4.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	Учебно-вспомогательный персонал / 20	8.0	5.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	ассистенты / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе: деканы факультетов / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	18.0	16.0	13.0	15.0	0.0	0.0	0.0	14.0	12.0	1.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	директор филиала / 05	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	директора институтов / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	доценты / 13	4.0	3.0	3.0	3.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	заведующие кафедрами / 10	6.0	6.0	5.0	6.0	0.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	из них:  ректор / 02	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	18.0	16.0	13.0	15.0	0.0	0.0	0.0	14.0	12.0	1.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	иные педагогические работники / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	преподаватели / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	проректоры / 04	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	профессора / 12	3.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	специалисты по базам данных и сетям / 24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	старшие преподаватели / 14	5.0	5.0	3.0	4.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0
Архангельская область	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	168.0	32.0	5.0	3.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Научные работники / 18	68.0	48.0	25.0	21.0	9.0	9.0	0.0	26.0	1.0	5.0	3.0	3.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	1563.0	1233.0	709.0	903.0	98.0	90.0	1.0	762.0	306.0	280.0	91.0	90.0	1.0
Астраханская область	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	319.0	272.0	61.0	70.0	76.0	76.0	0.0	135.0	23.0	39.0	2.0	2.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	118.0	71.0	0.0	15.0	4.0	4.0	0.0	15.0	0.0	8.0	3.0	3.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	529.0	103.0	19.0	22.0	0.0	0.0	0.0	57.0	0.0	5.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	ассистенты / 16	250.0	130.0	61.0	114.0	36.0	36.0	0.0	63.0	40.0	12.0	36.0	36.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	25.0	21.0	0.0	13.0	2.0	2.0	0.0	14.0	0.0	8.0	2.0	2.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	29.0	29.0	16.0	24.0	4.0	4.0	0.0	24.0	3.0	6.0	4.0	4.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	1535.0	1218.0	695.0	899.0	98.0	90.0	1.0	748.0	297.0	276.0	91.0	90.0	1.0
Астраханская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	12.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	директор филиала / 05	8.0	8.0	4.0	5.0	0.0	0.0	0.0	8.0	3.0	5.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	директора институтов / 11	6.0	6.0	5.0	5.0	0.0	0.0	0.0	6.0	2.0	2.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	доценты / 13	720.0	623.0	344.0	429.0	30.0	25.0	1.0	355.0	174.0	137.0	26.0	25.0	1.0
Астраханская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	151.0	112.0	89.0	106.0	15.0	12.0	0.0	102.0	37.0	32.0	12.0	12.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	из них:  ректор / 02	5.0	5.0	5.0	4.0	1.0	1.0	0.0	5.0	1.0	3.0	1.0	1.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	1535.0	1218.0	695.0	899.0	98.0	90.0	1.0	748.0	297.0	276.0	91.0	90.0	1.0
Астраханская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	инженеры-электроники / 25	24.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	иные педагогические работники / 17	28.0	15.0	14.0	4.0	0.0	0.0	0.0	14.0	9.0	4.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	персонал; Государственные, Муниципальные	президент / 03	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
