region	tags	indicator	Число ставок по штату, единиц / 3	Фактически занято, единиц / всего / 4	Фактически занято, единиц / работниками списочного состава / 5	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек / 6	Принято работников, человек / всего / 7	Принято работников, человек / из них выпускники: / со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена / 8	Принято работников, человек / из них выпускники: / с высшим образованием / 9	Выбыло работников, человек / всего / 10	Выбыло работников, человек / из них по собственному желанию / 11	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек / 12
Калужская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	7.0	5.0	5.0	9.0	0.0	0.0	0.0	4.0	2.0	5.0
Калужская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	персонал; Государственные, Муниципальные	директор филиала / 06	7.0	6.0	6.0	6.0	2.0	0.0	2.0	2.0	1.0	6.0
Калужская область	персонал; Государственные, Муниципальные	директора институтов / 12	9.0	9.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0
Калужская область	персонал; Государственные, Муниципальные	доценты / 14	527.3	478.65	403.25	418.0	67.0	0.0	61.0	74.0	27.0	411.0
Калужская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	73.0	65.5	64.15	68.0	10.0	0.0	8.0	11.0	2.0	67.0
Калужская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	952.8	853.9	700.9	759.0	125.0	0.0	110.0	147.0	49.0	737.0
Калужская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Калужская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	54.0	29.95	26.5	50.0	12.0	1.0	5.0	39.0	35.0	24.0
Калужская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	3.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0
Калужская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	4.0	2.5	2.0	4.0	0.0	0.0	0.0	4.0	3.0	2.0
Калужская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Калужская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0
Калужская область	персонал; Государственные, Муниципальные	научные работники / 19	22.85	12.95	11.2	3.0	6.0	0.0	1.0	0.0	0.0	9.0
Калужская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	265.2	208.95	187.5	176.0	71.0	10.0	7.0	42.0	28.0	205.0
Калужская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	953.8	854.9	701.9	759.0	126.0	0.0	110.0	147.0	49.0	738.0
